SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
513534,VARDHMAN IND,X ,Q,10.41,11.09,10.41,10.90,10.70,10.86,16,3420,36759.00,
513544,MARDIA SAMYG,Z ,Q,2.31,2.31,2.31,2.31,2.31,2.31,1,256,591.00,
513548,SHARDA ISPAT,XT,Q,85.50,90.00,85.50,90.00,90.00,90.00,2,25,2142.00,
513554,MAHA STEEL  ,B ,Q,66.00,67.00,65.10,65.35,65.65,68.00,21,922,60629.00,
513558,REAL STRIPS ,XT,Q,12.79,13.05,12.79,12.79,12.79,13.05,16,4536,58633.00,
513566,NOVA IRON&ST,XT,Q,7.71,7.71,7.71,7.71,7.71,7.35,3,144,1110.00,
513599,HIND.COPPER ,A ,Q,64.50,65.25,63.10,63.35,63.35,66.20,1674,471798,30100193.00,
513605,SRIPIPES    ,B ,Q,314.00,314.00,307.60,309.95,309.95,315.65,286,30006,9314373.00,
513642,AXEL POLYMER,XT,Q,20.80,22.90,20.80,22.90,22.90,21.85,24,3462,78804.00,
513683,NLCINDIA    ,A ,Q,91.00,92.50,90.45,91.10,91.10,93.95,637,96445,8810745.00,
513687,SPECTRA IND.,X ,Q,21.40,22.45,20.40,20.85,20.40,21.40,39,5116,108627.00,
513691,JMT AUTO LTD,B ,Q,4.30,4.35,4.20,4.23,4.25,4.42,98,129877,549047.00,
513693,KIC METALIKS,X ,Q,159.95,159.95,159.95,159.95,159.95,163.20,4,1050,167947.00,
513709,SHILP GRAVUR,X ,Q,118.85,120.00,115.25,119.90,118.60,119.35,75,4839,569425.00,
513713,WHITEORG    ,X ,Q,113.50,113.50,106.65,110.20,111.00,112.25,135,9810,1065957.00,
513729,ARO GRANITE ,B ,Q,57.00,57.00,54.60,54.90,54.60,57.00,117,13455,744904.00,
514010,HIM.FIBRES  ,X ,Q,4.50,5.34,4.50,5.29,5.34,5.11,18,2437,12010.00,
514028,RAJKAMAL SYN,XT,Q,16.30,17.00,16.30,17.00,17.00,16.80,4,1200,20260.00,
514030,DEEPAK SPINN,X ,Q,83.00,84.00,82.10,82.15,82.15,83.05,28,3414,281249.00,
514034,JBF IND.LTD ,B ,Q,102.30,102.30,94.00,94.95,94.60,103.80,876,52896,5136888.00,
514036,LOY.TEX MILL,X ,Q,555.00,570.00,555.00,570.00,570.00,570.00,5,48,27085.00,
514043,HIMAT.SEIDE ,B ,Q,337.35,343.60,332.10,340.30,340.00,347.80,179,7339,2485622.00,
514045,BSL LTD.    ,B ,Q,53.30,53.30,52.30,52.30,52.30,55.05,10,2614,136795.00,
514087,PBM POLYTEX ,X ,Q,80.00,84.00,80.00,82.90,84.00,81.30,28,2259,182471.00,
514128,KONARK SYN. ,SS,Q,10.95,10.95,10.95,10.95,10.95,11.51,1,76,832.00,
514138,SURYALATA SP,X ,Q,139.00,141.20,136.65,137.95,141.20,143.50,13,738,101968.00,
514142,TT LTD.     ,B ,Q,80.40,80.60,77.65,79.00,79.85,81.95,36,2604,206021.00,
514162,WELSPUN (I) ,A ,Q,59.00,59.90,58.00,59.00,59.00,60.10,795,253167,14932465.00,
514165,IND.ACRYLICS,X ,Q,13.50,13.65,13.05,13.15,13.15,13.80,241,186824,2465300.00,
514167,GANESH ECOSP,B ,Q,315.10,319.50,315.05,315.15,315.05,323.95,38,737,233598.00,
514175,VARDHMAN POL,B ,Q,20.70,20.95,20.00,20.35,20.35,21.35,92,12799,261195.00,
514183,BLA ROS IND ,XT,Q,40.30,43.00,40.20,42.25,43.00,42.15,68,17504,721732.00,
514211,SUMEET INDUS,B ,Q,20.90,20.90,18.80,20.05,20.05,21.15,1165,313227,6140697.00,
514215,BINNY LTD.  ,X ,Q,205.00,209.00,197.50,197.55,197.50,207.40,27,1213,243897.00,
514223,RAMGOPAL POL,T ,Q,14.22,14.22,14.22,14.22,14.22,14.96,2,35,497.00,
514234,SANGAM INDIA,B ,Q,126.80,129.20,124.10,125.15,125.00,132.55,87,86634,11037920.00,
514238,IKAB SEC.   ,X ,Q,17.00,17.00,17.00,17.00,17.00,17.85,10,90398,1536766.00,
514266,ZENITH FIBRE,XT,Q,101.50,101.50,93.00,93.65,93.50,97.00,15,3064,285910.00,
514272,BHILWARA SP.,X ,Q,8.26,8.30,8.26,8.30,8.30,8.40,8,1501,12410.00,
514274,AARVEE DENIM,B ,Q,42.25,42.25,40.00,41.50,41.65,43.30,106,13515,555882.00,
514286,ASHIMA LTD. ,B ,Q,22.30,24.90,22.30,24.00,24.00,23.50,587,128600,3016396.00,
514300,PIONEER EMB ,B ,Q,31.30,32.05,29.80,30.20,30.80,31.30,164,12858,390588.00,
514302,VIPPY SPIN. ,X ,Q,47.00,47.00,45.00,45.05,45.00,47.00,10,1660,75610.00,
514316,RAGHUVIR SYN,XT,Q,155.00,155.00,155.00,155.00,155.00,155.00,4,1020,158100.00,
514318,JATTAINDUS  ,P ,Q,22.80,25.00,22.80,25.00,25.00,23.85,2,400,9780.00,
514322,KAMADGIRI   ,X ,Q,109.00,115.00,103.00,112.85,115.00,115.15,21,1979,222871.00,
514326,PATSPIN INDI,B ,Q,14.05,14.90,14.00,14.15,14.30,14.70,24,10339,144965.00,
514354,PREMIER POLY,B ,Q,38.60,41.90,38.60,39.35,39.35,41.25,5,720,28487.00,
514366,CITIZEN YARN,XT,Q,0.45,0.45,0.45,0.45,0.45,0.45,1,100,45.00,
514394,AJIL        ,X ,Q,58.10,59.95,51.00,53.40,55.00,59.20,101,12280,653759.00,
514412,SARUPINDUS  ,X ,Q,62.35,62.35,61.45,61.50,61.50,59.95,3,101,6211.00,
514418,MANORG      ,X ,Q,195.00,197.90,187.00,197.10,197.10,198.55,155,15284,2969508.00,
514428,HINDU.ADHESI,X ,Q,106.30,112.95,101.10,111.15,112.00,107.10,21,1055,113759.00,
514442,SRI KPR IND ,XT,Q,25.00,25.60,25.00,25.60,25.60,25.90,4,255,6378.00,
514450,MAHA.RUBTECH,X ,Q,49.00,49.00,47.05,49.00,49.00,48.50,5,452,21439.00,
514470,WIMSOME TEXT,B ,Q,41.00,42.75,38.50,41.40,41.40,41.30,52,5884,234935.00,
514474,FAIRDEAL FIL,X ,Q,65.55,67.40,65.55,66.75,66.10,68.75,57,5794,384785.00,
515018,REG.CERAMIC ,T ,Q,5.39,5.39,5.39,5.39,5.39,5.25,1,1,5.00,
515030,ASAHI IN.GLA,B ,Q,330.00,332.00,326.40,330.00,331.00,334.60,87,15691,5179372.00,
515037,MURD.CERAM  ,B ,Q,32.40,33.35,32.30,32.85,32.60,34.20,101,17570,574431.00,
515043,SAINT-GOBAIN,X ,Q,56.00,56.70,54.90,55.10,55.10,57.15,471,104665,5795593.00,
515055,ANANTRAJ    ,B ,Q,47.50,47.50,44.00,46.85,46.85,48.35,1111,231328,10742603.00,
515059,MADHUS.IND. ,XT,Q,14.95,14.95,14.95,14.95,14.95,15.70,1,30,448.00,
515085,RESTILE CER.,X ,Q,5.96,6.50,5.80,6.10,6.10,7.10,48,10474,63812.00,
515093,MADHAV MARB.,B ,Q,49.00,51.85,48.05,49.20,49.20,49.45,50,7328,356983.00,
515127,RAMASIGNS   ,X ,Q,19.40,19.50,17.80,18.05,19.45,19.60,8,2352,45253.00,
515145,HIND.NAT.GLS,B ,Q,107.80,113.00,107.15,112.60,112.50,112.00,8,205,22099.00,
515147,HALDYN GLASS,X ,Q,36.80,38.25,35.55,38.05,38.05,37.15,206,63998,2369385.00,
516003,SARDA PLY.  ,ST,Q,123.90,123.90,112.25,115.00,112.50,118.00,28,4189,504545.00,
516007,MANGALAM TIM,B ,Q,24.70,24.95,23.95,24.00,23.95,25.20,53,9077,220394.00,
516016,SHREYANS IND,B ,Q,144.35,146.25,139.60,142.25,141.50,151.40,392,14549,2069708.00,
516022,STAR PAPER  ,B ,Q,201.95,204.00,198.75,199.75,199.75,209.30,319,22914,4600979.00,
516030,YASH PAPERS ,X ,Q,62.80,64.90,61.20,64.55,64.55,63.10,440,101855,6487759.00,
516032,SARDA PAPERS,XT,Q,7.00,7.00,7.00,7.00,7.00,7.00,1,50,350.00,
516064,ARROWGREEN  ,B ,Q,268.30,268.30,255.00,258.70,257.35,268.30,244,8534,2204523.00,
516072,VISHNU CHEM ,B ,Q,280.00,280.00,264.40,272.10,271.00,278.30,21,8659,2393402.00,
516078,JUMBO BAG   ,Z ,Q,15.30,15.30,15.30,15.30,15.30,16.10,7,228,3488.00,
516082,N.R.AGARWAL ,B ,Q,421.00,428.00,418.00,423.85,423.10,433.80,157,7718,3261327.00,
516086,SH.RAJES.PAP,XT,Q,13.52,14.23,13.52,14.23,14.23,14.23,9,1563,22163.00,
516092,PUDMJEE IND ,B ,Q,10.55,12.50,10.50,12.10,12.00,13.00,43,12990,155598.00,
516096,SANGAL PAPER,XT,Q,98.00,107.70,98.00,107.70,107.70,102.70,10,2300,225540.00,
516106,SH.KARTHIK P,X ,Q,15.65,15.65,14.35,14.90,14.90,14.95,26,8986,134040.00,
516108,S.I.PAPER   ,XT,Q,113.90,119.90,112.90,118.80,119.00,114.90,31,20436,2321559.00,
516110,SCANDENT    ,XT,Q,17.35,17.35,17.00,17.10,17.00,17.35,3,70,1197.00,
517015,VINDHYA TELE,B ,Q,991.85,1003.30,982.00,989.25,985.05,991.85,20,3150,3124324.00,
517035,RUTTONSHA IN,X ,Q,43.75,47.45,43.75,46.95,46.95,45.75,9,319,14775.00,
517041,ADORWELDING ,B ,Q,370.05,387.60,335.10,378.45,373.00,386.70,116,4380,1666021.00,
517059,SALZER ELEC ,B ,Q,194.05,197.95,192.05,196.35,196.65,195.50,103,7986,1561933.00,
517063,JETINFOTRAN ,X ,Q,59.00,59.00,55.10,57.10,57.10,59.80,6,2045,116570.00,
517080,HIGHGROUND  ,B ,Q,10.10,10.31,9.90,10.08,10.09,10.20,91,41112,415056.00,
517119,PCS TECH    ,X ,Q,20.35,20.35,18.00,18.75,18.90,20.75,81,11272,212849.00,
517140,MOSER BEAR  ,T ,Q,3.70,3.83,3.62,3.72,3.71,3.81,111,115247,428217.00,
517146,USHA MART.LT,B ,Q,18.55,18.55,18.00,18.30,18.20,18.45,394,145679,2664893.00,
517164,ZENITH COMP.,XT,Q,1.56,1.56,1.50,1.50,1.50,1.50,2,550,855.00,
517166,SPEL SEMICON,X ,Q,11.60,11.60,10.75,10.80,10.80,11.31,89,296513,3216012.00,
517168,SUBROS LTD. ,B ,Q,290.00,290.00,281.65,287.95,287.40,291.95,187,5572,1592445.00,
517174,HONEYWELL   ,B ,Q,14841.55,15537.70,14712.00,15437.80,15310.00,15022.90,204,278,4234864.00,
517206,LUMAX IND   ,B ,Q,2176.00,2195.00,2164.35,2193.10,2195.00,2183.90,55,425,928144.00,
517214,SPICEMOBI   ,B ,Q,16.15,16.45,15.30,16.40,16.45,16.15,30,102500,1619184.00,
517224,SUJANA INDUS,T ,Q,0.71,0.71,0.71,0.71,0.71,0.74,13,48803,34650.00,
517236,CALCOM VISIO,X ,Q,12.36,13.50,12.36,13.50,13.50,12.86,38,13923,187044.00,
517238,DYNAVISION  ,XT,Q,56.50,59.00,56.50,58.95,59.00,56.50,4,150,8723.00,
517271,HBL P SYS   ,B ,Q,46.65,46.65,43.40,44.20,43.75,46.65,1094,231581,10289916.00,
517288,GUJARATPOLY ,XT,Q,14.70,14.70,13.30,14.00,14.00,14.00,12,440,5908.00,
517300,GUJ.IND.POW.,B ,Q,98.95,98.95,96.55,97.50,97.50,98.95,201,20578,2004799.00,
517330,CMI LTD.    ,B ,Q,222.40,222.40,213.10,215.15,215.15,222.40,146,4921,1065786.00,
517334,MOTHERSON SS,A ,Q,302.50,309.55,301.50,306.00,306.00,310.95,961,87864,26919748.00,
517344,MINDTECK (I),B ,Q,58.00,58.00,52.25,52.90,52.80,55.45,133,3647,195116.00,
517354,HAVELLSINDIA,A ,Q,494.00,495.00,487.50,490.75,491.70,496.20,1143,66220,32519417.00,
517356,ACI INFOCOM ,ST,Q,3.23,3.23,3.23,3.23,3.23,3.40,1,300,969.00,
517370,INCAP LTD.  ,XT,Q,80.00,86.70,78.70,86.70,86.70,82.80,12,620,50381.00,
517372,GUJ.INTRUX  ,X ,Q,92.00,95.90,91.00,93.85,92.50,94.20,27,1437,133515.00,
517380,IGARSHI MOT ,B ,Q,796.00,809.00,730.50,804.75,809.00,802.75,89,1708,1365171.00,
517385,SYMPHONY    ,A ,Q,1692.85,1739.00,1692.85,1714.90,1728.00,1725.40,160,1323,2259145.00,
517411,SHYAM TELEC.,B ,Q,20.10,22.00,20.10,22.00,22.00,20.00,95,26900,584299.00,
517415,LEE&NEE SOFT,XT,Q,3.10,3.10,3.10,3.10,3.10,3.16,6,1112,3447.00,
517417,PATEL AIRTEM,X ,Q,170.10,170.10,163.15,166.85,166.85,169.25,67,4617,770096.00,
517421,BFLYGANDHI  ,B ,Q,475.00,480.70,468.00,473.25,473.25,483.80,63,461623,218184694.00,
517429,ATHENAGLO   ,XT,Q,17.15,17.15,15.65,15.65,15.65,16.35,2,350,5552.00,
517437,DUTRON POLY.,XT,Q,124.20,124.20,123.50,123.50,123.50,119.55,2,22,2718.00,
517447,R.S.SOFTWARE,B ,Q,56.00,56.00,52.20,53.55,53.60,56.30,193,19105,1023820.00,
517449,MAGNA ELECTR,X ,Q,168.00,174.75,159.20,160.40,159.25,168.80,88,11095,1836277.00,
517467,MARSONS     ,XT,Q,3.55,3.85,3.54,3.55,3.54,3.72,38,85945,306046.00,
517477,ELNET TECH. ,X ,Q,148.40,149.00,139.30,144.25,145.90,147.40,56,2656,382693.00,
517481,APTL        ,XT,Q,4.85,5.10,4.85,4.85,4.85,5.10,34,7231,35990.00,
517498,WEBELSOLAR  ,B ,Q,88.00,88.00,84.50,86.45,86.45,89.35,717,80315,6916861.00,
517500,ROTO PUMPS  ,X ,Q,83.10,86.00,83.00,84.60,85.00,89.35,244,20843,1763410.00,
517506,TTK PRESTIGE,A ,Q,6266.60,6299.95,6192.60,6268.00,6250.30,6266.60,56,142,885046.00,
517514,DHINDIA     ,XT,Q,21.20,21.40,20.20,21.00,21.00,21.25,9,3075,63137.00,
517518,LEEL        ,B ,Q,235.00,239.80,231.55,236.20,236.20,238.70,506,21814,5122415.00,
517522,RAJ GLO WIR ,X ,Q,501.40,520.00,501.05,519.45,520.00,519.60,113,3521,1799074.00,
517530,SURANATP    ,B ,Q,4.60,4.72,4.53,4.72,4.72,4.76,27,24903,113924.00,
517536,ONWARD TECHN,B ,Q,89.35,92.95,88.50,91.95,91.95,91.80,150,208500,18844520.00,
517544,CENTUM ELEC ,B ,Q,512.00,512.00,489.20,494.85,490.35,500.50,36,2082,1024810.00,
517546,ALFA TRANSFO,X ,Q,32.00,34.00,31.75,31.80,32.00,33.20,12,2293,73715.00,
517548,STARLITE COM,X ,Q,47.25,51.70,47.25,48.95,48.60,51.65,83,30815,1520557.00,
517552,ADVANCED MIC,Z ,Q,5.60,5.60,5.60,5.60,5.60,5.67,1,30,168.00,
517554,NHCFOODS    ,XT,Q,13.10,13.90,12.90,13.25,13.05,13.55,37,7166,94847.00,
517556,PVP VENT LTD,B ,Q,5.49,5.73,5.49,5.52,5.50,5.77,70,44470,245861.00,
517562,TRIGYN TECH ,B ,Q,134.75,134.75,130.05,132.55,133.70,134.75,184,18786,2478041.00,
517569,KEI INDUST. ,B ,Q,364.00,365.45,356.25,362.35,362.35,368.80,818,17760,6439129.00,
517571,IMPPOWERS   ,B ,Q,95.00,95.00,91.10,91.10,91.10,94.75,11,3316,310118.00,
518011,KEERTHI     ,XT,Q,120.00,121.95,117.60,118.00,117.60,118.95,16,1655,198860.00,
518029,GUJ.SIDH.CEM,T ,Q,26.05,27.50,26.00,26.80,26.80,27.05,39,12133,323528.00,
518091,ANJANI PORTL,B ,Q,180.35,180.35,167.50,175.85,175.85,177.05,50,1096,186885.00,
519003,MODINATURAL ,X ,Q,100.00,102.40,87.30,89.65,88.00,99.00,17,19117,1838134.00,
519031,SHAH FOOD(P),XT,Q,102.50,102.50,99.00,100.75,99.00,102.50,2,2,201.00,
519091,TASTY BITE  ,B ,Q,7255.45,7482.45,7100.00,7257.05,7235.00,7333.40,64,307,2227919.00,
519097,RITESH INTER,XT,Q,8.86,8.86,8.86,8.86,8.86,8.86,2,950,8417.00,
519105,AVT NATURAL ,B ,Q,38.35,38.35,35.10,36.60,36.45,38.35,374,57499,2103859.00,
519126,HIND.FOODS  ,XT,Q,278.00,291.40,270.00,286.20,282.05,281.15,56,2932,819974.00,
519136,NAHAR INDUST,B ,Q,73.85,75.00,70.80,72.85,72.85,75.50,148,31711,2335501.00,
519152,VADILAL ENT ,XT,Q,1025.00,1100.00,1025.00,1070.00,1070.00,1054.75,33,1602,1704305.00,
519156,VADILAL IND ,B ,Q,830.00,868.00,808.45,857.15,853.00,843.55,536,6895,5800028.00,
519183,ADF FOODS LT,B ,Q,208.90,208.90,191.00,195.75,195.75,215.35,1308,128259,25155353.00,
519214,WILLIAM.FIN.,XT,Q,29.00,29.00,29.00,29.00,29.00,28.25,1,6,174.00,
519216,AJANTA SOYA ,X ,Q,48.00,49.45,45.00,47.10,47.10,49.30,52,3943,186994.00,
519224,WILLIAM.MAGO,T ,Q,85.70,85.70,85.40,85.65,85.65,89.85,14,1075,91981.00,
519230,RICHIRICH   ,X ,Q,1.95,2.00,1.95,2.00,2.00,1.91,2,1500,2975.00,
519248,JVL AGRO    ,B ,Q,21.35,22.00,20.65,20.95,21.10,22.15,327,93029,1953726.00,
519260,SANWARIA    ,B ,Q,17.20,17.40,17.20,17.25,17.25,18.10,703,663081,11428074.00,
519262,PRIMA AGRO L,XT,Q,33.80,33.80,33.80,33.80,33.80,33.80,1,600,20280.00,
519285,TARAI FOODS ,XT,Q,5.80,5.80,5.80,5.80,5.80,5.80,3,10000,58000.00,
519287,MODERN DAIRI,XT,Q,7.29,7.93,7.29,7.34,7.29,7.67,35,17904,132977.00,
519295,BAMBINO AGRO,XT,Q,228.00,228.00,215.15,220.00,220.00,221.05,13,781,172141.00,
519307,VIKAS WSP   ,X ,Q,11.95,12.00,11.55,11.75,11.80,12.15,334,197352,2307379.00,
519359,POONA DAL   ,X ,Q,57.50,58.55,56.65,56.70,56.65,59.60,35,959,54626.00,
519383,ANIK INDS   ,B ,Q,32.05,32.45,31.25,31.40,32.30,33.50,23,2349,74744.00,
519421,KSE LIMITED ,XT,Q,2713.00,2849.50,2579.00,2848.80,2848.80,2713.85,351,6085,16875379.00,
519455,NARBADA     ,XT,Q,22.30,22.30,22.00,22.00,22.00,21.25,2,110,2450.00,
519457,VIRAT CRANE ,X ,Q,52.30,57.50,52.30,53.65,54.00,55.05,38,4460,240053.00,
519475,CHORDIA FOOD,XT,Q,142.10,142.10,142.00,142.05,142.00,146.95,4,1150,163375.00,
519483,TAI INDUST. ,ST,Q,21.00,21.00,19.85,19.90,19.85,20.85,9,1788,35673.00,
519491,OCEAN AGRO  ,X ,Q,21.55,21.55,21.50,21.55,21.50,22.40,2,100,2152.00,
519494,N K INDUST. ,B ,Q,47.90,47.90,47.90,47.90,47.90,50.40,1,1,47.00,
519500,BKV INDUSTRS,XT,Q,1.60,1.60,1.60,1.60,1.60,1.60,1,1,1.00,
519532,ASIAN TEA   ,XT,Q,13.80,14.50,13.75,13.85,13.85,14.35,7,3856,53331.00,
519552,HERITGFOOD  ,B ,Q,705.90,727.65,701.65,717.40,716.10,727.75,75,505,360740.00,
519560,NEHA INTER. ,SS,Q,5.76,6.85,5.76,6.28,6.25,6.40,47,19525,118265.00,
519566,SIMRAN FARMS,XT,Q,133.00,139.50,132.25,136.50,135.00,135.90,20,1079,146629.00,
519570,LAKSHMI OVER,B ,Q,20.00,20.65,19.90,20.20,20.20,20.90,151,111331,2230152.00,
519588,DFM FOODS   ,B ,Q,1451.00,1451.00,1375.00,1443.00,1443.00,1473.10,26,86,121594.00,
519600,CCL PRODUCTS,B ,Q,275.90,290.35,271.65,284.90,286.00,275.90,126,3385,960124.00,
519602,KELLTONTEC  ,B ,Q,120.10,120.10,115.00,117.15,116.00,120.90,222,26942,3131448.00,
519612,MAHAAN FOODS,X ,Q,15.50,15.50,13.60,13.85,13.85,14.40,3,1006,15582.00,
520008,RICO AUTO   ,B ,Q,75.50,76.40,74.25,75.45,75.95,78.10,711,70477,5300676.00,
520021,OMAX AUTOS. ,T ,Q,134.10,136.00,133.60,134.00,135.00,140.60,137,20029,2684327.00,
520043,MUNJAL SHOWA,B ,Q,205.10,210.00,204.25,206.15,204.60,209.45,160,8358,1725023.00,
520051,JAMNA AUTO  ,B ,Q,77.60,78.50,76.90,77.85,77.85,79.95,1010,148552,11563716.00,
520056,SUNDAR.CLAY ,B ,Q,4774.85,4985.00,4774.85,4883.45,4985.00,4872.30,23,50,243402.00,
520057,SONA KOYO ST,B ,Q,99.00,99.00,94.00,96.85,96.85,100.10,398,49978,4858797.00,
520059,MUNAUTO     ,B ,Q,70.00,70.00,67.00,67.70,69.00,70.95,188,23208,1586714.00,
520066,JAYBH.MARUTI,B ,Q,393.40,400.00,380.00,385.25,383.00,407.80,693,8438,3272711.00,
520073,RACLGEAR    ,X ,Q,53.00,55.90,53.00,54.65,55.90,54.60,83,32897,1757296.00,
520075,SAMKRG PIST.,X ,Q,273.00,278.95,270.20,271.30,272.00,279.05,116,9213,2537955.00,
520077,AMTEK AUTO  ,B ,Q,22.50,22.50,21.95,22.00,22.00,23.10,486,169236,3727782.00,
520086,SICAL LOG   ,B ,Q,217.00,218.80,203.00,211.65,211.25,219.00,132,7634,1600246.00,
520111,RATNAMNI MET,B ,Q,885.10,885.10,870.00,875.55,877.95,885.10,26,269,235137.00,
520113,VESUVIUS IND,B ,Q,1226.95,1270.00,1221.05,1250.35,1240.10,1268.15,44,1195,1500147.00,
520119,AUTOMOTIVE S,B ,Q,75.00,81.40,68.20,80.55,79.30,76.00,603,42816,3136313.00,
520123,ABC INDIA   ,X ,Q,91.00,94.95,90.50,94.95,94.95,91.10,18,8647,787956.00,
520127,BALURGHAT TE,XT,Q,3.88,3.88,3.69,3.69,3.69,3.88,5,1140,4415.00,
520139,JAGSON AIRLI,XT,Q,2.27,2.27,2.17,2.17,2.17,2.28,4,901,1975.00,
520151,SHREY SH LOG,B ,Q,515.00,527.00,510.10,526.95,527.00,527.10,33,1081,561009.00,
520155,STARLOG     ,X ,Q,52.00,52.00,48.00,48.00,48.00,50.50,5,802,38679.00,
521014,EUROTEX IND ,B ,Q,34.60,36.00,33.55,34.35,34.95,32.50,22,13052,458920.00,
521016,INDO COUNT  ,A ,Q,84.60,89.95,82.10,86.90,86.00,85.85,983,575851,48300021.00,
521018,MARAL OVERS ,B ,Q,31.00,32.50,31.00,31.45,31.10,31.40,38,7603,239194.00,
521030,NAKODA      ,T ,Q,0.34,0.34,0.33,0.33,0.33,0.34,21,83592,27606.00,
521034,SOMA TEXTILE,B ,Q,11.55,11.55,10.82,10.99,10.85,11.38,22,6905,75396.00,
521038,TAM.JAI.MILL,XT,Q,4.73,4.73,4.51,4.51,4.51,4.51,4,2401,10894.00,
521064,TRIDENT     ,A ,Q,62.85,62.85,60.10,60.75,60.75,62.85,834,240061,14601832.00,
521070,ALOK INDS.  ,T ,Q,2.86,2.98,2.86,2.86,2.86,3.01,408,1725712,4958516.00,
521082,SPENTEX INDS,T ,Q,3.87,4.06,3.87,3.95,3.95,3.87,23,9604,38179.00,
521097,AMARJOTHI SP,X ,Q,125.00,125.30,118.70,124.35,123.30,126.25,146,16007,1966483.00,
521105,OLYMPIA IND.,XT,Q,104.00,104.00,104.00,104.00,104.00,104.00,4,699,72696.00,
521109,NAGREEKA EXP,B ,Q,27.05,28.65,27.05,28.40,28.40,28.45,14,3372,91883.00,
521113,SUDITI IND. ,XT,Q,62.00,64.90,61.70,61.70,61.70,64.90,47,8817,545367.00,
521127,KHATOR FIBRE,XT,Q,12.55,12.55,12.50,12.53,12.50,13.15,5,235,2944.00,
521141,ADITYA SPIN.,XT,Q,9.11,9.11,9.11,9.11,9.11,9.13,2,3,27.00,
521149,PRIME URBAN ,X ,Q,13.15,14.70,13.00,13.60,13.60,14.40,32,8379,113175.00,
521151,DHANLXMI FAB,X ,Q,27.40,27.40,27.40,27.40,27.40,28.55,2,950,26030.00,
521163,ZODIAC CLOTH,B ,Q,156.00,160.00,155.10,158.15,158.00,162.20,31,2248,356398.00,
521167,FRONT BUSS  ,X ,Q,8.26,9.02,8.26,8.64,8.64,8.69,20,4912,40648.00,
521180,SUPER SPIN. ,B ,Q,11.05,11.48,10.75,11.22,10.85,11.26,35,45253,506509.00,
521182,SEASONS FUR.,XT,Q,8.09,8.10,8.09,8.10,8.10,8.10,4,2290,18547.00,
521194,SIL INVEST  ,B ,Q,355.50,378.50,351.55,358.00,358.00,369.75,45,1731,619631.00,
521200,SURYLAK.COTT,B ,Q,67.85,67.85,65.15,66.35,66.95,67.20,52,29162,1927448.00,
521206,SAMTEX FASH.,X ,Q,3.35,3.50,3.20,3.24,3.40,3.40,17,9492,31323.00,
521216,DHAN ROTO SP,XT,Q,42.30,43.00,42.30,42.40,42.30,44.50,16,3890,166107.00,
521220,DAMOINDUS   ,B ,Q,130.00,130.00,124.30,126.00,126.00,130.70,40,1387,175688.00,
521240,SAMBANDAM SP,X ,Q,121.10,127.90,114.00,123.00,123.00,130.25,21,1003,120833.00,
521248,KITEX GARMEN,B ,Q,230.05,231.50,225.15,229.10,231.50,230.05,217,6222,1420724.00,
522001,CRANEX LTD. ,X ,Q,18.50,18.50,18.50,18.50,18.50,19.45,7,1425,26362.00,
522004,BATLIBOI LTD,XT,Q,23.05,23.55,22.10,23.20,22.75,23.20,70,28208,647412.00,
522005,AUSTIN ENGG.,XT,Q,76.00,76.00,72.05,73.00,72.50,73.25,13,15523,1125407.00,
522014,UNITED DRILL,Z ,Q,272.05,272.05,262.35,262.45,262.45,272.05,6,157,42211.00,
522017,FLUIDOMAT   ,X ,Q,173.90,178.95,169.10,174.10,177.90,171.10,47,2265,388155.00,
522029,WINDSOR MACH,B ,Q,97.50,100.50,96.10,97.25,96.40,100.65,193,129366,12624268.00,
522034,SHANTHI GEAR,B ,Q,129.00,129.65,127.00,128.40,128.40,129.05,19,1309,168330.00,
522064,HONDA SIEL  ,B ,Q,1372.00,1374.95,1335.00,1351.40,1360.00,1371.50,129,1036,1401818.00,
522073,HITECHGEAR  ,B ,Q,407.00,407.00,386.00,399.40,397.90,399.05,75,25451,10115458.00,
522074,ELGI EQUIP  ,B ,Q,257.00,257.00,238.55,251.55,250.65,257.00,248,26473,6575383.00,
522101,KILBURN ENGG,X ,Q,74.95,76.95,72.10,75.55,75.10,75.30,71,4691,354445.00,
522105,BIRLA PRETEC,X ,Q,6.83,7.00,6.82,6.98,7.00,7.17,38,20352,139601.00,
522108,YUKEN INDIA ,X ,Q,4070.00,4070.00,3872.05,3951.75,3951.75,4081.85,474,10302,40661490.00,
522113,TIMKEN (I)  ,B ,Q,705.00,724.90,700.00,713.95,713.95,708.15,145,3124,2229219.00,
522122,VOITH PAPER ,XT,Q,771.90,783.00,762.00,774.45,783.00,790.05,24,2053,1579854.00,
522134,ARTSON ENG  ,X ,Q,70.10,71.50,68.20,70.10,69.90,73.15,114,16157,1120006.00,
522152,SOLITAIR MC ,X ,Q,67.10,72.55,67.10,70.95,69.15,72.35,35,907,64065.00,
522163,DIAMONPOWER ,B ,Q,9.50,9.50,8.45,8.78,8.78,9.52,670,266538,2323340.00,
522165,INDSIL HYD  ,X ,Q,167.00,170.00,162.00,167.25,166.50,167.20,174,32299,5391050.00,
