SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
522183,ITL INDUSTRS,X ,Q,240.90,245.80,226.05,244.30,243.90,240.90,95,3475,815467.00,
522195,FRONTIER SPR,X ,Q,168.00,168.00,160.00,162.15,162.75,167.55,55,3509,569485.00,
522205,PRAJ IND.LTD,A ,Q,81.90,81.90,78.00,79.05,79.20,82.20,547,69989,5538693.00,
522207,RASANDIK ENG,XT,Q,209.25,218.00,209.10,215.30,216.00,219.50,37,2170,461549.00,
522209,YOGI SUNGWON,XT,Q,2.06,2.06,2.06,2.06,2.06,2.16,4,2010,4140.00,
522215,SWISS GLASS ,X ,Q,153.10,154.00,148.50,153.30,150.90,155.50,91,9106,1371998.00,
522217,GUJ APOIND  ,B ,Q,187.55,204.50,187.55,196.60,196.60,199.55,104,16830,3294483.00,
522229,TANEJA AERO.,X ,Q,48.20,48.40,46.00,47.30,48.00,48.60,129,23911,1118367.00,
522231,CONART ENG. ,X ,Q,37.00,42.40,36.70,39.00,38.60,41.85,43,8831,351447.00,
522241,M.M.FORGINGS,B ,Q,1000.00,1060.35,1000.00,1045.65,1059.00,1021.55,135,547,563692.00,
522249,MAYUR UNIQ. ,B ,Q,466.85,470.20,460.60,462.90,462.20,466.85,90,1342,622845.00,
522251,CENLUB INDUS,X ,Q,46.10,49.20,45.50,46.35,46.35,48.70,15,3769,172526.00,
522257,RAJOO ENGIN.,XT,Q,44.05,45.90,43.15,45.55,44.80,45.40,389,129495,5741838.00,
522261,DOLPHIN OFF.,B ,Q,81.75,82.85,81.25,81.75,82.00,84.70,365,34781,2847484.00,
522263,JMC PROJECTS,B ,Q,535.00,544.25,529.30,532.25,532.25,551.70,88,7008,3789640.00,
522267,VEEJAY LAKSH,X ,Q,50.00,52.85,49.00,52.80,52.80,51.50,17,1540,79428.00,
522273,AHMED.STEEL ,XT,Q,21.70,21.70,21.70,21.70,21.70,20.70,1,100,2170.00,
522275,GET&D       ,A ,Q,375.05,387.70,371.90,381.80,380.00,383.35,152,2404,907625.00,
522281,RAM RAT.WIRE,X ,Q,180.00,180.00,165.00,168.45,168.45,174.70,90,12613,2141065.00,
522285,JAY NECO IND,B ,Q,8.06,8.45,7.97,7.97,7.97,8.38,80,129667,1034878.00,
522287,KALPA.POWER ,B ,Q,444.00,461.80,440.00,458.75,458.75,455.80,367,5821,2617390.00,
522292,CHANDNI TE  ,X ,Q,43.70,44.75,41.00,44.60,44.60,43.00,38,29733,1316840.00,
522294,T & I GLOBAL,X ,Q,59.00,71.00,59.00,68.65,69.80,72.10,60,3795,256153.00,
522295,CONTROL PRNT,B ,Q,420.60,431.00,414.10,426.65,425.00,427.75,53,1048,443171.00,
522650,BEMCO HYDRAU,XT,Q,207.00,207.80,188.55,190.05,190.05,197.95,12,155,30505.00,
523007,ANSAL BUILD.,X ,Q,74.00,77.00,73.90,77.00,77.00,80.70,25,1314,98609.00,
523011,WEIZMANN LTD,B ,Q,38.75,41.80,38.75,41.80,41.80,40.65,4,120,4805.00,
523019,B.N.RATHI SE,X ,Q,37.30,39.50,37.00,37.20,37.00,38.20,34,5194,196571.00,
523021,RISHITECH   ,X ,Q,61.25,75.00,60.30,65.65,65.65,64.00,48,6465,428221.00,
523023,SINCLAIR HOT,X ,Q,384.00,395.40,381.00,393.75,390.00,390.65,114,6696,2607384.00,
523025,SAFARI IND. ,X ,Q,529.60,529.85,511.00,528.35,529.45,529.85,204,11869,6123576.00,
523062,JJ FINANCE  ,XT,Q,48.00,53.00,48.00,51.00,51.00,50.50,13,870,44370.00,
523100,COSMO FERR. ,X ,Q,22.20,22.20,21.85,21.85,21.85,23.00,23,6446,141820.00,
523116,SANCO TRANS ,X ,Q,246.10,261.00,246.00,261.00,261.00,258.45,10,397,100393.00,
523120,ADOR MULTI. ,XT,Q,40.00,40.80,40.00,40.80,40.80,40.00,9,1747,71197.00,
523127,EIH ASSO.HOT,B ,Q,475.00,485.00,468.95,480.15,480.20,495.00,172,1963,940374.00,
523144,MEDI CAPS   ,X ,Q,22.70,23.60,22.70,23.10,22.75,23.05,9,6888,157136.00,
523151,OTCO INTERN.,X ,Q,56.25,56.25,56.25,56.25,56.25,56.25,11,2270,127687.00,
523160,MORGAN CRU  ,XT,Q,1191.10,1208.00,1152.90,1164.75,1175.00,1213.55,80,2322,2712671.00,
523204,ABAN OFFSHO ,A ,Q,159.00,161.85,157.10,158.15,158.15,165.40,1996,199360,31849796.00,
523207,KOKUYOCMLN  ,B ,Q,110.00,114.00,109.80,111.05,110.80,113.35,169,9867,1102110.00,
523229,BHARAT SEATS,X ,Q,170.00,175.00,162.05,170.75,170.75,175.65,393,27951,4780281.00,
523232,CONT.PETRO  ,XT,Q,42.00,42.00,39.00,39.40,39.00,40.75,5,45,1825.00,
523248,MACHINO PLAS,X ,Q,210.00,216.80,209.00,215.80,215.00,218.00,14,400,85522.00,
523260,PEARL POLYME,T ,Q,21.85,21.85,21.85,21.85,21.85,22.95,7,700,15295.00,
523261,VENKEY'S (I),B ,Q,3878.95,3878.95,3800.00,3841.85,3841.85,3969.40,2310,36292,139362422.00,
523269,ADVANI HOTEL,B ,Q,56.80,56.85,53.00,54.20,53.75,57.15,44,5599,308055.00,
523277,G.V.FILMS   ,X ,Q,0.73,0.74,0.65,0.71,0.74,0.70,94,219593,151720.00,
523283,SUPER HOUSE ,B ,Q,136.05,136.05,131.60,131.95,132.75,136.70,55,2345,312926.00,
523289,RAMA VISION ,XT,Q,18.90,18.90,18.90,18.90,18.90,18.90,1,100,1890.00,
523301,TCPL PACK   ,B ,Q,594.00,624.90,593.40,607.90,608.50,600.00,59,2907,1756630.00,
523319,BALMER LAWRI,B ,Q,213.90,218.75,213.00,214.80,214.00,216.85,364,26970,5816334.00,
523323,KOVAI MEDI. ,T ,Q,1175.00,1240.00,1175.00,1218.30,1240.00,1225.10,96,1948,2393769.00,
523329,ELDECO HOUS.,X ,Q,1925.00,1935.00,1854.50,1909.95,1935.00,1950.55,38,174,329737.00,
523367,DCMSHRIRAM  ,B ,Q,401.90,419.90,380.05,415.45,418.00,407.20,715,59002,23744441.00,
523369,DCM SHR.IND ,X ,Q,210.00,211.00,201.25,205.10,205.10,214.10,163,7687,1576988.00,
523371,MAWANA SUGAR,B ,Q,50.00,50.05,46.00,48.05,47.75,51.40,385,34653,1683660.00,
523373,MINI DIAMOND,XT,Q,10.12,10.12,10.12,10.12,10.12,9.93,2,100,1012.00,
523384,MAH.RAS.APEX,T ,Q,141.05,144.00,136.30,140.10,140.20,141.05,44,4925,690445.00,
523385,NILKAMAL L  ,A ,Q,1593.10,1593.10,1540.00,1554.25,1546.00,1593.10,484,6389,9938532.00,
523387,TRITON CORP.,XT,Q,0.32,0.32,0.32,0.32,0.32,0.32,2,1000,320.00,
523391,NAHAR POLY  ,B ,Q,53.10,54.00,52.00,52.95,53.10,55.10,79,14457,765319.00,
523395,3M INDIA LTD,B ,Q,19448.30,19448.30,18918.20,19187.80,19243.40,19551.85,134,303,5784045.00,
523398,JCHAC       ,B ,Q,2403.00,2496.50,2332.00,2413.85,2496.50,2429.50,181,1816,4355102.00,
523405,JM FINANCIAL,A ,Q,116.00,121.00,114.80,120.05,120.50,118.90,940,125020,14706209.00,
523411,ADCINDIA    ,X ,Q,212.00,216.50,207.10,212.85,212.75,212.25,40,2558,536844.00,
523419,TAMIL.TELE. ,T ,Q,2.84,2.98,2.84,2.98,2.98,2.84,4,251,719.00,
523445,REL INDL INF,B ,Q,428.90,430.95,420.00,423.25,423.25,438.65,2159,78601,33488669.00,
523457,LINDEINDIA  ,A ,Q,474.55,474.55,462.30,469.55,469.55,480.75,83,1951,915335.00,
523465,IND.BANK HSG,T ,Q,40.40,42.50,40.40,42.50,42.50,42.50,9,800,33026.00,
523475,LOTUS CHOC  ,XT,Q,46.50,49.35,46.50,49.30,49.30,48.90,20,2107,98122.00,
523489,CMM HOSPITAL,XT,Q,20.55,20.55,20.00,20.00,20.00,20.15,4,210,4255.00,
523519,UNI OFF AUTO,XT,Q,2.29,2.29,2.29,2.29,2.29,2.41,1,100,229.00,
523523,RAINBOW PAP.,T ,Q,2.61,2.61,2.38,2.38,2.38,2.50,43,62398,148792.00,
523537,APM INDUS.  ,X ,Q,54.90,54.95,54.10,54.45,54.30,55.25,53,7892,429472.00,
523539,PRECISION WR,B ,Q,260.00,282.60,255.50,277.70,272.30,264.90,834,37844,10021887.00,
523550,KRYPTON IND ,X ,Q,9.75,10.10,9.75,10.10,10.10,9.62,5,1125,11126.00,
523558,NETWORK LTD.,XT,Q,6.26,6.26,6.24,6.26,6.26,5.98,9,2153,13448.00,
523566,MARTIN BURN ,X ,Q,50.00,50.00,49.00,49.50,49.50,50.75,214,12694,629393.00,
523574,FEL         ,B ,Q,37.50,37.95,37.00,37.20,37.10,38.65,442,192723,7196607.00,
523586,IND.TONERS  ,X ,Q,233.80,242.60,225.00,238.20,241.30,237.40,270,15184,3567724.00,
523594,KUNSTSTOFFE ,XT,Q,38.95,39.10,36.50,36.50,36.50,37.45,9,1160,44867.00,
523598,SHIPP.CORPN ,A ,Q,65.60,65.70,64.30,65.30,65.30,67.65,873,133970,8695892.00,
523606,SIKA INTER. ,XT,Q,148.00,150.00,142.40,142.40,142.40,149.75,32,1996,288298.00,
523610,ITI LTD.    ,B ,Q,115.00,115.00,111.00,111.75,111.75,118.30,1257,147039,16585829.00,
523618,DREDGING COR,B ,Q,607.00,617.00,586.25,591.00,591.00,624.50,1114,37274,22338195.00,
523620,PHARMASIA   ,XT,Q,36.75,36.75,36.75,36.75,36.75,37.40,2,385,14148.00,
523628,PODDAR      ,B ,Q,1049.50,1062.50,950.35,985.20,950.35,1049.45,50,307,307030.00,
523630,NATIONAL FER,B ,Q,54.60,54.60,53.00,53.10,53.10,55.25,383,59450,3169489.00,
523638,IP RINGS LTD,X ,Q,152.00,152.80,146.60,146.85,147.10,151.95,49,9195,1362108.00,
523642,PI INDUS.LTD,A ,Q,821.30,850.00,802.25,839.70,839.70,821.30,502,7439,6171323.00,
523648,PLASTIBLEND ,B ,Q,196.00,199.00,192.00,192.90,192.10,197.65,53,1208,235193.00,
523660,WATERBASE   ,X ,Q,260.00,267.00,255.00,261.55,261.55,268.35,3630,190919,49944155.00,
523672,FLEX FOODS  ,X ,Q,111.50,111.50,104.00,106.10,107.00,112.90,327,25503,2706296.00,
523694,APCOTEX IND ,B ,Q,490.05,497.05,485.00,491.95,491.95,500.60,54,2480,1219080.00,
523696,FORTIS MLR  ,X ,Q,56.00,58.00,56.00,56.55,56.85,58.15,89,9711,549946.00,
523704,MASTEK LTD  ,B ,Q,548.00,553.50,531.80,535.30,535.00,560.75,2310,70425,38211902.00,
523708,EIMCO ELECON,B ,Q,399.00,414.00,399.00,414.00,414.00,415.95,23,670,272176.00,
523710,SAYAJI HOTEL,XT,Q,290.00,290.00,280.00,280.00,280.00,290.00,5,135,37878.00,
523716,ASHIANA HOU ,B ,Q,154.95,156.50,151.20,155.00,154.05,154.95,288,53280,8154140.00,
523724,VIJAY SHA.BU,B ,Q,17.55,18.10,17.35,17.55,17.50,18.15,103,13262,233682.00,
523736,DPL         ,B ,Q,129.50,131.65,128.50,130.75,130.75,135.15,111,7896,1028542.00,
523754,EPC INDUS.  ,X ,Q,134.00,135.00,130.30,131.10,131.70,135.90,1249,109487,14512697.00,
523756,SREIINFRA   ,A ,Q,73.50,74.25,72.20,72.90,72.90,76.35,1294,213635,15609888.00,
523768,GUJ.BOROSIL ,X ,Q,95.00,95.00,91.50,92.90,93.00,95.85,277,46506,4316796.00,
523792,MAZDA LTD   ,B ,Q,335.00,339.00,325.00,327.50,329.00,340.70,100,23939,7890682.00,
523796,VICEROY HOTE,B ,Q,14.50,14.50,13.75,14.00,14.00,14.70,134,67900,961846.00,
523828,MENON BEAR. ,B ,Q,96.00,97.20,92.00,93.60,93.65,98.20,138,11116,1042199.00,
523838,SIMPLX INFRA,B ,Q,458.00,479.90,447.00,469.15,471.00,471.30,200,2316,1061793.00,
523840,INN.TECH.PAC,X ,Q,74.20,74.20,68.50,71.00,69.90,74.15,201,32655,2300120.00,
523842,SUPER TANNER,ST,Q,5.25,5.25,5.25,5.25,5.25,5.35,1,225,1181.00,
523844,INVICTA MED ,XT,Q,3.26,3.26,3.26,3.26,3.26,3.43,6,19147,62419.00,
523850,AXTEL INDUS.,X ,Q,94.90,97.00,94.90,95.00,95.00,95.15,55,22083,2100155.00,
524000,MAGMA FIN   ,B ,Q,141.25,147.85,140.10,145.35,145.00,145.60,130,10648,1534390.00,
524013,HIND.FLUROCA,T ,Q,10.09,10.09,10.09,10.09,10.09,9.61,12,6398,64555.00,
524019,KINGFA      ,T ,Q,880.00,899.00,860.00,871.75,875.00,900.00,94,2531,2207078.00,
524037,RAMA PHOSPH ,X ,Q,73.00,84.50,73.00,78.40,80.00,80.05,54,2861,221457.00,
524038,VENLON ENTR ,XT,Q,4.15,4.15,3.78,4.15,4.15,3.97,3,24,91.00,
524051,POLYPLEX    ,B ,Q,475.65,475.65,460.95,469.65,470.00,475.65,34,1527,709408.00,
524075,ALBERT DAVID,T ,Q,350.00,358.35,350.00,358.35,358.35,363.50,6,169,59976.00,
524080,HAR.LEATHER ,XT,Q,39.00,39.00,39.00,39.00,39.00,41.00,6,2055,80145.00,
524084,MONSANTO (I),A ,Q,2540.00,2600.00,2538.65,2588.90,2599.50,2587.95,169,1759,4501625.00,
524091,ACRYCIL LTD.,X ,Q,502.00,502.00,490.05,494.50,498.50,497.00,32,3046,1508978.00,
524109,KABRA EXTR  ,B ,Q,115.45,116.10,112.20,114.20,114.20,115.40,194,21525,2450469.00,
524129,VINYL CHEM  ,B ,Q,96.00,99.30,96.00,98.15,98.90,101.25,118,17909,1760049.00,
524136,PEE CEE COSM,X ,Q,154.00,158.60,150.15,158.60,158.60,155.20,4,51,7922.00,
524164,IOL CHEM PH ,B ,Q,76.30,78.05,74.95,76.80,77.15,77.15,297,36774,2815371.00,
524174,KESAR PETRO ,X ,Q,34.10,34.40,33.00,33.90,33.90,34.95,815,236649,8004154.00,
524200,VINATI ORG. ,B ,Q,786.90,797.40,774.05,788.35,797.40,799.30,130,1634,1275470.00,
524202,LACTOSE(I)  ,XT,Q,111.10,115.45,107.00,107.00,107.00,112.60,113,14805,1604690.00,
524204,TEESTA AGRO ,XT,Q,34.45,34.50,34.45,34.45,34.45,33.90,7,478,16477.00,
524208,AARTI INDUST,B ,Q,1082.80,1090.00,1052.00,1057.00,1053.00,1082.80,687,383435,407142680.00,
524210,PENTOKEY ORG,XT,Q,15.10,15.10,15.10,15.10,15.10,14.95,1,50,755.00,
524212,WANBURY LTD ,T ,Q,33.10,34.00,32.50,33.45,33.50,33.15,39,11788,390872.00,
524218,RESONANCE   ,X ,Q,30.00,30.00,26.90,29.20,29.20,29.00,49,10420,290212.00,
524226,GUJ AMB EXP ,B ,Q,246.00,247.00,240.00,242.45,241.80,252.20,350,30289,7368043.00,
524230,RASHTR.CHEM.,A ,Q,73.60,74.25,72.75,73.35,73.35,76.25,1709,400796,29442495.00,
524280,KOPRAN LTD. ,B ,Q,58.50,58.50,56.05,56.75,56.75,59.15,333,87836,5007035.00,
524288,AIMCO PESTI.,X ,Q,147.00,154.90,145.15,153.05,154.90,154.00,110,15939,2385194.00,
524314,GUJ.TERC LAB,X ,Q,12.45,12.45,11.31,11.43,11.31,11.90,3,111,1268.00,
524322,KABRA DRUGS ,XT,Q,3.06,3.06,3.06,3.06,3.06,2.92,1,200,612.00,
524324,SEYAIND     ,B ,Q,521.60,539.80,519.00,525.00,528.00,539.20,113,3066,1609501.00,
524330,JAYANT AGRO ,B ,Q,307.00,317.05,301.10,311.00,309.45,311.85,139,2517,777694.00,
524332,BCL         ,X ,Q,137.50,149.50,137.50,145.80,144.80,144.50,250,57810,8185500.00,
524336,SH.HARI CHEM,X ,Q,39.50,39.50,38.00,38.00,38.00,39.40,3,250,9612.00,
524342,INDOBORAXC  ,X ,Q,530.00,536.70,505.50,514.45,513.00,538.00,52,1583,822284.00,
524348,AARTI DRUGS ,B ,Q,515.00,515.00,496.70,510.00,511.35,526.75,220,5822,2970102.00,
524370,BODAL CHEM  ,B ,Q,121.10,122.00,115.05,118.20,117.60,124.20,1375,236267,27940608.00,
524372,ORCHIDPHAR  ,Z ,Q,12.00,12.15,11.90,12.00,12.00,12.50,172,91256,1091101.00,
524394,VIMTA LABS  ,T ,Q,189.10,189.10,180.90,180.90,180.90,190.40,41,6594,1201632.00,
524396,BIOFIL CHEM ,T ,Q,14.20,14.20,14.20,14.20,14.20,14.90,2,220,3124.00,
524404,MARKSANS    ,A ,Q,33.00,33.00,31.30,31.50,31.50,33.45,1614,748519,23845540.00,
524408,UNIV.STARCH ,XT,Q,31.05,31.05,31.05,31.05,31.05,32.55,1,15,465.00,
524412,AAREY DRUGS ,X ,Q,52.00,52.00,44.60,50.65,50.65,52.05,246,48335,2409413.00,
524414,NORRIS MEDI.,XT,Q,14.45,14.45,14.45,14.45,14.45,13.77,7,415,5996.00,
524440,CAMEX LTD   ,XT,Q,36.25,36.50,34.50,36.50,36.50,36.15,33,9080,324539.00,
524444,KAVITIND    ,X ,Q,15.25,15.45,14.10,15.30,15.35,14.80,116,244108,3670885.00,
524470,SYNCOM FORM.,ST,Q,1.10,1.15,1.10,1.12,1.10,1.15,119,346417,384090.00,
524480,RIDHI SIDHI ,X ,Q,674.80,674.80,625.20,657.45,657.00,645.45,104,3552,2303225.00,
524494,IPCA LAB LTD,A ,Q,655.10,667.90,655.00,661.60,655.00,661.80,829,12198,8061225.00,
524500,KILITCH DRUG,B ,Q,77.00,81.40,74.20,80.60,81.40,77.55,194,22877,1745171.00,
524506,CORAL LAB.  ,X ,Q,549.50,549.50,532.00,535.70,535.00,552.20,54,1015,547889.00,
524518,KREBS BIOCHM,T ,Q,159.10,168.00,159.00,168.00,168.00,167.00,14,2368,385470.00,
524520,KMC SHIL    ,X ,Q,17.85,18.35,17.75,17.85,17.85,18.60,145,50003,895726.00,
524522,LAFFANS PETR,X ,Q,25.50,26.00,24.25,24.30,24.25,25.50,7,1207,31111.00,
524542,SUKJIT STRCH,X ,Q,475.00,476.00,469.10,474.85,474.85,484.90,60,1911,906647.00,
524558,NEULAND LAB.,B ,Q,704.20,706.00,681.00,696.55,694.30,709.90,183,2996,2082526.00,
524570,PODDAR PIGM.,B ,Q,272.10,280.45,266.00,277.25,280.00,282.85,48,3455,950638.00,
524576,VIVID IND   ,X ,Q,47.65,47.65,45.05,46.85,46.85,46.10,9,1012,46951.00,
524580,PRIYA LTD.  ,X ,Q,46.45,46.90,46.45,46.90,46.90,45.00,4,503,23435.00,
524582,TIRUPATI STA,XT,Q,38.80,40.25,38.80,40.00,40.00,39.50,4,1600,63665.00,
524588,EMEDTECH    ,XT,Q,3.80,3.80,3.80,3.80,3.80,4.00,4,350,1330.00,
524590,HEMORGANIC  ,XT,Q,14.50,14.50,14.50,14.50,14.50,14.25,6,2548,36946.00,
524592,JD ORGOCHEM ,X ,Q,4.13,4.13,4.13,4.13,4.13,4.34,1,100,413.00,
524594,ASHOK-ALCO  ,X ,Q,100.00,102.25,93.80,99.05,101.00,101.00,127,8616,826074.00,
524598,AKSHARCHEM I,B ,Q,597.20,601.00,589.95,592.25,594.00,605.50,87,1544,919869.00,
524606,BERYL DRUGS ,XT,Q,11.40,11.55,11.40,11.45,11.40,12.00,12,2971,34019.00,
524610,RATHI GRAPH.,X ,Q,11.21,12.00,11.20,11.50,11.50,11.75,39,75932,860023.00,
524624,GAGAN GASES ,XT,Q,7.95,7.95,7.95,7.95,7.95,7.58,3,300,2385.00,
524632,SHUKRAPHAR  ,X ,Q,59.80,59.80,59.80,59.80,59.80,61.00,1,15,897.00,
524634,ALU FLUORIDE,X ,Q,101.00,104.00,99.60,101.90,103.05,104.80,159,9366,942655.00,
524640,ARCHITORG   ,X ,Q,38.25,42.00,38.25,39.90,40.00,40.00,42,11468,457916.00,
524648,INDO AMINES ,X ,Q,91.10,91.10,85.35,86.85,88.00,91.10,81,6181,541360.00,
524652,IND.SWIFT LT,B ,Q,7.15,7.89,7.15,7.15,7.15,7.52,15,6409,47384.00,
524654,NATURAL CAPS,X ,Q,103.10,111.50,101.95,105.00,105.00,107.30,83,55207,5818692.00,
524663,BH.IMMUN&BIO,SS,Q,19.00,19.50,18.75,19.20,18.90,19.70,60,20471,388446.00,
524667,SOTL        ,B ,Q,1429.15,1464.75,1410.00,1447.10,1432.00,1421.55,113,906,1294008.00,
524669,HESTER BISC ,B ,Q,1574.25,1575.00,1484.65,1564.50,1575.00,1574.25,64,736,1136774.00,
524675,KABSONS INDU,XT,Q,6.01,6.01,6.01,6.01,6.01,6.32,2,140,841.00,
524687,BASANT AGRO ,X ,Q,6.80,6.94,6.62,6.71,6.67,6.85,44,52755,352588.00,
524689,PARENT.DRUGS,T ,Q,16.15,16.15,16.00,16.00,16.00,16.40,6,2140,34251.00,
524699,KILBURN CHEM,X ,Q,108.00,109.00,97.10,106.30,102.00,108.00,39,3678,393747.00,
524709,NACLIND     ,B ,Q,39.60,40.75,39.20,40.25,40.25,41.55,83,12295,490172.00,
524711,VISTA PHARMA,X ,Q,37.50,39.20,37.05,37.05,37.05,39.00,158,192705,7419272.00,
524715,SUN PHARMA. ,A ,Q,502.00,506.20,497.00,501.80,501.80,507.95,3505,244814,122845666.00,
524717,TITAN BIOTEC,XT,Q,61.50,64.55,58.60,64.50,64.50,61.50,11,812,51303.00,
524727,SDL         ,X ,Q,35.05,39.80,31.80,35.95,35.95,35.25,33,3092,105238.00,
524731,JENBURKT PH.,X ,Q,601.10,610.00,596.00,600.00,600.00,614.10,38,771,463609.00,
524735,HIKAL LTD.  ,B ,Q,206.00,206.00,202.15,203.75,203.50,206.90,238,263275,53571182.00,
524742,CAPLIN POINT,B ,Q,568.00,568.00,543.75,557.40,552.05,570.60,308,5102,2833490.00,
524748,LINK PHARMA ,X ,Q,28.50,28.50,28.50,28.50,28.50,29.50,4,600,17100.00,
524758,WINTAC LTD  ,XT,Q,207.60,207.60,207.60,207.60,207.60,218.50,1,200,41520.00,
524764,NUTRA       ,SS,Q,32.50,32.50,31.35,31.35,31.45,32.40,10,1511,47391.00,
524768,EMMESSAR BIO,X ,Q,31.25,31.25,29.70,29.70,29.70,31.25,7,301,9092.00,
524774,NGL FINE CHM,X ,Q,428.95,430.00,398.50,409.95,412.00,428.95,95,2797,1139851.00,
524790,EVEREST ORG.,X ,Q,107.10,117.85,105.20,112.15,112.00,116.85,34,5081,565228.00,
524804,AUROB.PHARMA,A ,Q,548.80,553.90,544.30,550.55,550.55,556.95,1833,110905,60921719.00,
524808,PHYTOCHEM I.,X ,Q,62.30,64.00,60.00,61.90,61.90,62.30,43,4327,265598.00,
524816,NATCO PHARM ,A ,Q,779.00,789.80,750.80,782.95,789.30,781.85,793,21944,16769367.00,
524818,DYNAMIC IND.,X ,Q,79.00,79.00,73.00,76.00,76.00,80.05,61,8270,624748.00,
524820,PANAMA PETRO,B ,Q,187.80,191.20,182.45,184.90,185.05,187.80,125,4042,745910.00,
524824,BAL PHARMA  ,B ,Q,80.00,80.00,76.75,77.55,77.55,82.50,128,10870,847640.00,
524828,BDH INDUS.  ,XT,Q,69.05,69.05,67.10,68.75,68.55,69.05,29,4012,274513.00,
526001,JAUS POLYMER,XT,Q,24.05,24.05,24.05,24.05,24.05,24.05,1,240,5772.00,
526025,GLOBUS CON  ,X ,Q,11.85,11.85,11.85,11.85,11.85,12.16,1,8,94.00,
526027,CUBEX TUBING,T ,Q,22.35,22.35,20.35,21.40,21.40,21.40,7,1351,28514.00,
526043,POLYMECH.MCH,X ,Q,34.20,34.20,32.40,32.40,32.40,32.60,8,2200,72580.00,
526073,GALAXY BEAR.,P ,Q,41.15,41.15,41.15,41.15,41.15,41.15,1,100,4115.00,
526081,SCAGRO      ,XT,Q,2.28,2.28,2.28,2.28,2.28,2.18,5,505,1151.00,
526093,SATVAH.ISPAT,B ,Q,18.65,19.35,18.65,18.80,18.80,19.50,54,8091,152557.00,
526117,SHERVANI IND,X ,Q,620.00,620.00,571.00,591.40,587.00,600.25,29,205,118299.00,
526133,SUPERTEX IND,X ,Q,6.30,6.30,6.30,6.30,6.30,6.99,4,1400,8820.00,
526137,SHETRON LTD ,X ,Q,46.10,49.80,45.30,46.20,46.20,48.55,38,2832,132923.00,
526139,TRANSGENE BI,XT,Q,2.10,2.28,2.10,2.26,2.27,2.19,13,14025,30385.00,
526143,MPL         ,XT,Q,15.05,15.85,15.05,15.65,15.40,15.80,30,13042,203162.00,
526159,NIKHIL ADHSV,X ,Q,229.95,229.95,211.50,215.80,215.70,225.15,18,484,105413.00,
526161,SPENTA INT. ,X ,Q,157.75,157.75,131.70,144.80,144.80,144.20,11,3984,537477.00,
526169,MULTIBASE I ,X ,Q,573.00,573.00,548.85,562.10,562.10,576.40,275,17568,9770114.00,
526173,ANDREW YULE ,B ,Q,29.90,29.90,28.35,28.60,28.60,30.30,598,193531,5585911.00,
526179,LUDOLOW JUTE,X ,Q,81.10,82.00,78.15,80.15,80.80,82.45,118,12408,998626.00,
526217,HITECHCORP  ,B ,Q,143.80,143.80,134.20,139.45,139.45,142.70,51,18536,2578522.00,
526225,BLOOM DEKOR ,X ,Q,46.75,48.80,44.20,46.40,44.20,43.75,17,3753,174551.00,
526227,FILATEX INDI,B ,Q,155.00,160.25,150.30,153.80,153.80,156.40,150,4399,678972.00,
526235,MERCATOR    ,B ,Q,31.50,31.60,29.10,31.35,31.35,31.30,1027,453411,13847493.00,
526241,AMRAPALI IND,X ,Q,4.70,4.70,4.70,4.70,4.70,4.94,2,150,705.00,
526247,PREMIER EXPL,B ,Q,333.00,345.00,324.00,328.50,328.50,336.65,80,36624,12053455.00,
526263,MOLD-TEK TEC,B ,Q,52.00,52.00,48.05,48.60,48.75,50.55,33,58756,2958646.00,
526299,MPHASIS LTD ,A ,Q,834.00,858.75,815.00,823.95,825.00,843.05,564,8234,6895041.00,
526315,DIVYA.GRANIT,XT,Q,98.95,98.95,97.95,97.95,97.95,98.30,2,100,9845.00,
526325,ORIENT PRESS,B ,Q,262.95,263.00,258.00,258.05,258.05,258.40,169,5980,1551001.00,
526355,DURO PACK   ,XT,Q,16.20,16.85,16.00,16.85,16.85,16.05,4,450,7463.00,
526365,SWARNASA    ,X ,Q,16.10,17.90,15.20,16.15,16.15,16.75,63,246535,4053428.00,
526367,GANESH HSG. ,B ,Q,127.35,127.35,120.05,121.30,121.30,127.35,358,105520,12879694.00,
526371,NMDC LTD    ,A ,Q,119.60,120.55,116.70,120.10,119.35,121.05,1466,203598,24178438.00,
526381,PAT INT LOG ,B ,Q,57.40,57.50,56.10,56.55,56.65,58.25,56,7005,398101.00,
526397,ALPHAGEO (I),B ,Q,740.00,740.00,722.90,730.00,730.00,744.10,148,4830,3524011.00,
526407,RIT PRO IND ,X ,Q,10.00,10.00,10.00,10.00,10.00,10.00,7,5051,50510.00,
526409,KKALPANAIND ,X ,Q,33.70,34.00,30.10,31.85,32.00,32.85,67,7279,237892.00,
526415,OK PLAY (I) ,X ,Q,83.00,83.00,80.75,80.75,80.75,84.95,91,8043,652054.00,
526423,KRITI INDUS.,X ,Q,48.65,50.80,46.30,50.10,50.80,48.65,269,40605,1973098.00,
526433,ASM TECHNOLO,X ,Q,136.10,141.95,135.50,137.10,137.10,142.50,50,3606,496201.00,
526435,PERFECTPAC  ,XT,Q,260.00,273.40,260.00,270.00,270.00,260.40,25,2018,548718.00,
